Image,Text
page_11_line_22.png,घडल्या. पंढरपूर येथील ब्राह्मण्यसंरक्षक परिषदेने सातारा जिल्ह्यात ब्राह्मणांवर
page_11_line_23.png,झालेल्या तथाकथित 'अत्याचारांची' चौकशी करण्यासाठी एक कमिडन नेमले.
page_11_line_24.png,"त्यांच्या अहवालात म्हटले आहे, ""ब्राह्मणांना शिव्या देणे, बीभत्स तमाशे करणे, हिंदू"
page_11_line_25.png,"दैवते आणि धर्मगुरू यांची निंदा करणे, धाक घालणे, मजूर कामावरून पळवणे,"
page_11_line_26.png,"लागणीस आलेल्या जमिनी स्वतः न करणे व दुसर्‍यास करून न देणे, ग्रामजोशांच्या"
page_11_line_27.png,"हक्कास हरकत करणे...""असे 'अत्याचार' केले."
page_11_line_28.png,"याच घटनांच्या बाबतीत १९२३ साली एका ब्रिटिश अधिकार्‍याने,"
page_11_line_29.png,"कौन्सिलमध्ये विचारल्या गेलेल्या प्रश्‍नाला उत्तर देताना, म्हटले आहे, सातारा"
page_12_line_1.png,जिल्ह्यात कूळ शेतकऱ्यांचा अंशतः संप १३६६ खेड्यांपैकी २४ गावांमधे झाला होता.
page_12_line_2.png,काही ब्राह्मण जमीनदारांनी केलेल्या अव्वाच्या-सव्वा मागण्यांमुळे त्यांच्या जमिनी
page_12_line_3.png,कुळांनी न कसता पाडून ठेवल्या. ही परिस्थिती आता बदलली आहे आणि आता
page_12_line_4.png,"काही तालुक्यांमध्ये अशा जमिनी कसायज़ञा सुरुवात झाली आहे.""ब्राह्मण"
page_12_line_5.png,जमीनदारांनी जमिनींचा खंड दोनतृतीयांश किंवा तीनचतुर्थांश पर्यंत वाढवला होता.
page_12_line_6.png,उरलेले उत्पन्न मोठ्या प्रमाणात सावकाराला जात होते. म्हणून हा उद्रेक झाला
page_12_line_7.png,होता. या कूळ शेतकऱ्यांच्या संपात बलुतेदारांनीही भागिदारी केली होती. ब्राह्मणांची
page_12_line_8.png,"कामे करायला परीट, न्हावी, कुंभार, मांग, महार अशा स्पृ्‌य-अस्पृश्य बलुतेदारांनी"
page_12_line_9.png,नकार दिला. त्यामुळे ब्राह्मण जमीनदारांची सर्व बाजूंनी नाकेबंदी झाली. जमीनदारी
page_12_line_10.png,आणि तिला पोटात घेणारी जातीय पिळणुकीची एकंदर बलुतेदारी चौकट यांच्यावर
page_12_line_11.png,समग्र हल्ला करणारी भारतातील ही एकमेव चळवळ आज इतिहासाला माहीत
page_12_line_12.png,"आहे. भारतातल्या खऱ्याखुऱ्या कृषी क्रांतीची, जातिव्यवस्था संपवणाऱ्या क्रांतीची"
page_12_line_13.png,झलक या उठावात दिसते. क्रांतिसिंह नाना पाटील नंतर कम्युनिस्ट पक्षात गेले. ते
page_12_line_14.png,तरुणपणी या क्रांतीचा भाग होते. पण कम्युनिस्ट पक्ष मात्र त्यांच्या जिवंत
page_12_line_15.png,अनुभवातून कधीच शिकला नाही. नाना पाटील पुढेच जात राहिले पक्ष
page_12_line_16.png,त्यांच्याबरोबर जाऊ शकला नाही.
page_12_line_17.png,सातारा जिल्ह्याचा त्या वेळचा ब्रिटिश कलेक्टर इ. इ. मोयसे हा या
page_12_line_18.png,"उठावाविषयी म्हणतो, ""ब्राह्मणांविरुद्ध गुन्हे केले गेले नाहीत असे मी म्हणणार"
page_12_line_19.png,नाही. पण अनेक चौकशांमधून आलेला अनुभव असे दाखवतो की हिंसाचाराच्या ज्या
page_12_line_20.png,घटना त्यांच्याविरुद्ध घडल्या त्या ब्राह्मण' जात म्हणून घडल्या नाहीत. तर त्या
page_12_line_21.png,"अप्रिय जमीनदार, सावकार म्हणून घडल्या. ज्या ब्राह्मणांविरुद्ध तक्रारी नव्हत्या"
page_12_line_22.png,त्यांना शांततेत राहू दिले गेले. आता ही चळवळ आजपर्यंत घेतल्या जाणाऱ्या
page_12_line_23.png,दोनतृतीयांश किंवा तीनचतुर्थाश खंडाऐवजी अर्ध्या उत्पन्नाएवढा खंडच फक्त
page_12_line_24.png,"देण्याकडे वाटचाल करीत आहे..."""
page_12_line_25.png,एकंदर सातारा जिल्ह्यात दोन वर्षांत जमीनदाराच्या शेतावरचे पीक कापून
page_12_line_26.png,नेण्याच्या ५ घटना; घरे लुटणे व जाळण्याच्या ६ घटना; मारहाणीच्या सहा आणि
page_12_line_27.png,खेड्यातून संबंधित ब्राह्मणांना पळवून लावण्याच्या पाच घटना नोंद झाल्या होत्या.
page_12_line_28.png,शेकडो वर्षांच्या शोषणाच्या पार्श्वभूमीवर आणि उठावाचा काळ व व्यापकता यांचा
page_12_line_29.png,विचार केला तर या घटना फार नाहीत. चीन आणि रशिया या देश्लांमधे झालेल्या
page_13_line_1.png,“शेतकऱ्यांच्या उठावांश्ी तुलना करत हा 'हिंसाचार' नगण्य स्वरूपातला म्हणावा
page_13_line_2.png,लागेल. पण सनातनी ब्राह्मणांनी आणि तत्कालीन काँग्रेसच्या ब्राह्मणी पुढाऱ्यांनी
page_13_line_3.png,सामाजिक न्यायाचा विचार न करता अत्याचारांचा फांगावाच फार केला. क्रांतिसिंह
page_13_line_4.png,नाना पाटील तरूण वयात या सर्व घटनांचे साक्षी आणि सहभागी होते. पुढील
page_13_line_5.png,काळात झालेला त्यांचा चळवळीतला सहभाग या महत्त्वपूर्ण चळवळीच्या खांद्यावर
page_13_line_6.png,उभे राहून झाला. सांस्कृतिक क्षेत्रात एकंदर सत्यशोधकी ब्राह्मणेतर चळवळीचा भाग
page_13_line_7.png,असणारे पण स्वतः जमीनदारी हितसंबंध असणाऱ्या ब्राह्मणेतरांनी या चळवळीला
page_13_line_8.png,पाठिंबा दिला नव्हता. त्याच बरोबर काँग्रेसच्या ब्राह्मणी पुढाऱ्यांनीही दिला नव्हता.
page_13_line_9.png,ब्रिटिश सरकारविरुद्ध साराबंदीसारखी चळवळ करायला काँग्रेस पुढारी पाठिंबा देत
page_13_line_10.png,होते. पण जमीनदारी आणि जातिव्यवस्थेच्या विरुद्ध आवाज उठवणारी चळवळ
page_13_line_11.png,त्यांना परवडत नव्हती. भारतीय कम्युनिस्ट पक्षाचे ६ ऑगस्ट १९२१ चे
page_13_line_12.png,"नियतकालिक 'सोडॉॅलिस्ट' म्हणते, ""ब्राह्मणेतर चळवळ ही अर्थहीन आहे. या"
page_13_line_13.png,चळवळीची प्रेरणा एकदम संकुचित आहे. जातीय द्वेश हा तिचा मुख्य आधार आहे.
page_13_line_14.png,"या चळवळीला आर्थिक पाया नाही.""क्रांतिसिंहाना हे दुःख पुढच्या जीवनात राहिले."
page_13_line_15.png,ब्राह्मणेतर चळवळीचे जातीय शोषणाविरुद्ध असलेले अंग कम्युनिस्ट पक्षाला कधी
page_13_line_16.png,दिसलेच नाही. जातिव्यवस्थेकडे आर्थिक शोषणाचे हत्यार म्हणून पक्षाने पाहिलेच
page_13_line_17.png,नाही. क्रांतिसिहाच्या दृष्टीने जातिव्यवस्थेचा अंत झाल्याशिवाय भारतीय क्रांतीच
page_13_line_18.png,अशक्‍य होती. त्यांच्या मृत्यूनंतर २५ वर्षानी आज हे सत्य कुणी पुरोगामी
page_13_line_19.png,छातीठोकपणे नाकारू शकणार नाही. कारण ब्राह्मण्यवादी जातिव्यवस्थेचे पुरस्कर्ते
page_13_line_20.png,राज्य सत्तेवर बसू शकले आहेत.
page_14_line_1.png,१९३० ते १९४२ मधली मशागत
page_14_line_2.png,"""नाना पाटील बोलत होते, 'बा मेला, त्याला जाळला वड्याच्या काठाला."
page_14_line_3.png,त्याच्यासाठी पुन्हा भाताचं गोळं करून ठिवायचं. पिंडाला कावळा शिवला पायजे.
page_14_line_4.png,याचा अन्‌ कावळ्याचा काय संबंध ते एक मंतर सांगणाऱ्या बामनालाच ठावं.
page_14_line_5.png,“पिंड पाडणाऱ्यानं हुभं र्‍्हायाचं. हात जोडायचं. कुणाला? झाडावरच्या
page_14_line_6.png,"कावळ्याला. त्याला आर्जव करायची, ये महाराजा, पिंडाला निसती टोच हान."
page_14_line_7.png,"तुझ्या मनातल्या सगळ्या इच्छा मी पुऱ्या करीन. ये, ये. कावळं कशाचं येतंय?"
page_14_line_8.png,मानसाच्या गर्दीत कशाला इल ज्ञाना कावळा. तो झाडावर बसूनच काव काव करीत
page_14_line_9.png,ऱ्हातो. तास दोन तास मिन्त्या केल्या तरी कावळा काय पिंडाला शिवत न्हाई. मग
page_14_line_10.png,भडजी काय करतो? दरभाचा कावळा. त्यो खोटा कावळा पिंडाला शिवला की
page_14_line_11.png,मेलेला बा जेवला. थुः त्येचा.
page_14_line_12.png,"“बाचं दिस संपलं की पुन्ना हायच. आपलं रान, आपली जियाबं, आपली पिकं."
page_14_line_13.png,पिकाची राखण तर डोळ्यांत त्याल घालून कराया होवी. ज्या हातानं पिंड पाडलं
page_14_line_14.png,त्याच हातात मग गोफन. हातं काय कावळ्याला आवतान लागत न्हाई. झुंडीच्या
page_14_line_15.png,झुंडी उतरत्यात वलां जुंदळा खायला. मग कावळ्याला हात कोन जोडतंय? मग
page_14_line_16.png,"मिरीरी धोंडं, शिव्या! हे काय याड म्हणावं का खुळ? सारा जमाव हसू लागला."
page_14_line_17.png,"हसता हसता थबकला. वक्त्याने त्यांना समजावून सांगितले, 'आपूनच आपल्याला"
page_14_line_18.png,"हसावं अश्ना या रूढी फेकून द्या, शानं व्हा..."" ग. दि. माडगूळकरांनी'मी सिंह"
page_14_line_19.png,पाहिला होता' या लेखात सांगितलेली क्रांतिसिहाची ही आठवण. बहुजन कष्टकरी
page_14_line_20.png,जनतेच्या मनाची मशागत नाना पाटील अशा भाषणांमधून करीत. ते समुदायांचे होते
page_14_line_21.png,आणि समुदाय नेहमीच त्यांचा होता.
page_14_line_22.png,'ग. दि. मा. याच लेखात क्रांतिसिंहांच्या भाषणातला आणखी एक चुटका
page_14_line_23.png,"सांगतात. ""अरं म्हारं, मांगं, चांभारं, भंगी ह्यास्नी लांब का ठेवता? ती घान काम"
page_14_line_24.png,करत्यात म्हनून? तुमचा सोताचा डावा हात सकाळी उठल्या उठल्या कसलं काम
page_14_line_25.png,"करतो? घानच नव्हं ते काम? त्येला तोडून वायलं ठिवता का? न्हाई."""
page_15_line_1.png,"""डावा हात घाण काम करतो, त्येला तुमी राख लावून, ज्ाप धून काढता"
page_15_line_2.png,त्याच हातावर मिसरी ठेवता. उजव्या हाताच्या बोटानं ती मिसरी दाताला लावता
page_15_line_3.png,"खरं का न्हाई?"""
page_15_line_4.png,नाना पाटील (त्यांना सर्वजण .'अण्णा' म्हणायचे) अंधश्रद्धा आणि
page_15_line_5.png,जातिव्यवस्था यांना नामशेष करायला कटिबद्ध असणाऱ्या सेनापतींपैकी होते.
page_15_line_6.png,अस्पृश्यांवर लादलेली घाण कामेसुद्धा त्यांना करायला लागू नयेत यासाठीही त्यांनी
page_15_line_7.png,लढा दिला. ते त्यांच्या सार्वजनिक जीवनाच्या सुरुवातीपासून शेवटपर्यंत प्रथम
page_15_line_8.png,“सत्यशोधक' होते आणि मग सर्व काही. १९३० सालापासून या इतर विचारांमध्ये
page_15_line_9.png,महात्मा गांधींचा स्वातंत्र्याचा विचार येऊन मिसळला. १९४८ सालापासून
page_15_line_10.png,मार्क्सवादाला त्यात स्थान मिळाले. पण मूळ गाभा सत्यशोधकीच राहिला. त्याला
page_15_line_11.png,धक्का लावण्याची गरजच पडली नाही. उलट महात्मा जोतीराव फुल्यांच्या
page_15_line_12.png,विचारांचा कस लावूनच अण्णांनी अन्य विचार स्विकारले. जेवढे पटले तेवढेच
page_15_line_13.png,अंगीकारले. म्हणूनच प्रत्येक भाषणाच्या सुरूवातीला न विसरता 'महात्मा गांधी की
page_15_line_14.png,जय' म्हणणाऱ्या अण्णांनी प्रतिसरकारच्या सशस्त्र चळवळीचे नेतृत्व स्वीकारले.
page_15_line_15.png,सत्याग्रही रीतीने जेलमधे जायला नकार दिला. जीवावर उदार होऊन आणि प्रचंड
page_15_line_16.png,यातना सहन करून कंठावे लागणारे भूमिगत जीवन स्वीकारले.
page_15_line_17.png,क्रांतिसिहांच्या १९३० ते १९४२ या काळातल्या कार्याचे वर्णन त्यांचे एक प्रमुख
page_15_line_18.png,शिष्य आणि वारसदार क्रांतिवीर नागनाथ नायकवडी फार चांगल्या प्रकारे करतात.
page_15_line_19.png,"ते म्हणतात, ""वडिलांनी जमीन चांगली उभी-आडवी खोल नांगरावी."
page_15_line_20.png,उन्हाळ्यातल्या कुळवाच्या पाळ्या द्याव्या. जमीन चांगली गुलालागत करावी.
page_15_line_21.png,"चांगलं भरपूर शेणखत पसरावं, ताग गाडावा आणि एवढं सगळं रान तयार केल्यावर"
page_15_line_22.png,मुलांनी पेरणी करून आयतं पीक घ्यावं. तसंच १९४२ च्या प्रतिसरकारमधे
page_15_line_23.png,"पुढाकारानं काम करणाऱ्या, त्यावेळी तरुण असलेल्या, आम्हा मंडळींचं आहे. नाना"
page_15_line_24.png,पाटलांनी त्या काळातला सातारा जिल्हा असाच विचारांच्या नांगरानं उभा-आडवा
page_15_line_25.png,नांगरला. गावागावापर्यंत पोहोचून कुणबी-कुरवाडी आणि बारा बलुतेदार अशा
page_15_line_26.png,बहुजन जनतेच्या मनाची मश्ञागत केली. स्वातंत्र्यासाठी मरायला तयार होणारी
page_15_line_27.png,माणसं तयार केली आणि आम्ही तरुणांनी ४२ च्या प्रतिसरकारचं पीक घेतलं. पण
page_15_line_28.png,तेही त्यांच्याच नेतृत्वाखाली घेतलं. सर्वच प्रतिसरकारवाल्यांना नाना पाटलांचंच
page_15_line_29.png,"नाव घ्याव लागलं. कारण जनता नाना पाटलांची होती."""
page_16_line_1.png,"१९४२ चे एक प्रमुख क्रांतिवीर डी. जी. देशपांडे म्हणतात, "".. लढ्याचे"
page_16_line_2.png,एकमुखी नेते म्हणून नाना पाटील यांची निवड करण्यात आली. भूमिगत कार्यकर्ते व
page_16_line_3.png,उघड कार्य करणारे पकडले गेल्यास सरकार जे जे आरोप ठेवेल त्या सर्वाबाबत
page_16_line_4.png,नाना पाटलांचा आदेश म्हणून सांगावयाचे. ही जोखीम पार पाडण्याची जबाबदारी
page_16_line_5.png,नाना पाटील यांनी प्रतिज्ञेवर स्विकारली. पाठोपाठ या संघटनेची जबाबदारी पार
page_16_line_6.png,पाडण्यासाठी यंत्रणा उभी करण्यात आली. नाना पाटील यांची डिक्टेटर म्हणून
page_16_line_7.png,"नेमणूक करण्यात आली.""अश्ा तर्‍हेची जबाबदारी फक्त क्रांतिरिंहांवरच टाकणे"
page_16_line_8.png,शक्‍य होते. कारण संपूर्ण सातारा जिल्ह्यात गावोगावची जनता सर्वात जास्त त्यांनाच
page_16_line_9.png,ओळखत होती. 'नाना पाटलांची माणसे' म्हटले की जनता निर्धास्तपणे
page_16_line_10.png,कार्यकर्त्यांना आसरा देत होती. कार्यकर्त्यांना कुटुंबाचा भाग बनवीत होती.
page_16_line_11.png,त्याचबरोबर असे करण्यामुळे जी जोखीम स्वीकारावी लागत होती तीही
page_16_line_12.png,स्वीकारायला अण्णांच्यासारख्या निधड्या छातीचा बुजुर्ग माणूसच योग्य होता.
page_16_line_13.png,क्रांतिसिंह खरे गाजले ते १९४२ च्या सातार्‍याच्या प्रतिसरकारचे नेते म्हणून.
page_16_line_14.png,पण हे नेतृत्व त्यांना प्राप्त करून देणारा कष्टाचा काळ हा १९३० ते ४२चा होता. याच
page_16_line_15.png,काळात नाना पाटलांनी जनतेला क्रांतीप्रवण केले आणि पुढच्या संघर्षासाठी घडवले
page_16_line_16.png,आणि याच काळात जनतेने नाना पाटलांना क्रांतिसिंह बनवत नेले. क़रांतिसिह
page_16_line_17.png,म्हणून घडवले.
page_16_line_18.png,१९३० सालच्या सविनय कायदेभंगाच्या चळवळीत सहभाग करून
page_16_line_19.png,क्रांतिसिहांनी स्वातंत्र्य चळवळीतले आपले कृतिज्लील सहभागाचे काम सुरू केले.
page_16_line_20.png,सरकारचे वॉरंट झुगारून देऊन अण्णांनी दोन वर्षे पोलिसांना न सापडता गावोगावी
page_16_line_21.png,धूमधडाक्याने प्रचार सभा घेण्याचा सपाटा चालवला. १९३२ सालीच पहिल्यांदा
page_16_line_22.png,पोलीस त्यांना अटक करू शकले. पण ही शिक्षा साधी नव्हती. सक्तमजुरीची होती.
page_16_line_23.png,येरवडा जेलमध्ये मोठ्या जात्यावर दळण दळण्यापासून अनेक हालअपेष्टा करणारे
page_16_line_24.png,श्रम त्यांना करणे भाग पाडले गेले. १९३२ ते ४२ या दहा वर्षांत अण्णांना आठ वेळा
page_16_line_25.png,तुरुंगवासाची शिक्षा भोगावी लागली.
page_16_line_26.png,१९३० साली वॉरंट झुगारून क्रांतिसिंह सभांचे दौरे करू लागले. या सभा
page_16_line_27.png,"महाराष्ट्रभर झाल्या. सावंतवाडी, बेळगाव, चंदगड, पंढरपूर, मराठवाड्यातील गावे"
page_16_line_28.png,असा या सभांचा पसारा होता. याच दौऱ्यात ते मुंबई येथे आले. त्यांचे मित्र यशवंत
page_17_line_1.png,पुंदीकर त्यांच्याबरोबर होते. त्यांना दहा मिनिटांची वेळ देण्यात आली पण त्यांच्या
page_17_line_2.png,भाषणाने लोक इतके रंगून गेले की-दीड तास भाषण चालले हे लक्षातसुद्धा आले
page_17_line_3.png,नाही! नाना पाटील एकदा भाषणाला उभे राहिले की ते आणि समोर बसलेली
page_17_line_4.png,जनता यांच्यामध्ये असे घट्ट नाते तयार व्हायचे की सर्वजण भोवतालच्या जगाला
page_17_line_5.png,विसरून जायचे. लोकांच्या भाषेतली मांडणी; लोकांच्या दररोजच्या जीवनातील
page_17_line_6.png,अनुभवावर आधारलेली तदाहरणे. प्रत्येक उदाहरणाला प्रबोधनाबरोबरच विनोदाची
page_17_line_7.png,किनार असायचीच. जीवनात दुःखे आणि समस्या निर्माण करणाऱ्या किचकट
page_17_line_8.png,गोष्टींचा अत्यंत सोप्या भाषेत उलगडा करण्याची हातोटी. यामुळेच जनतेच्या मनाची
page_17_line_9.png,तार त्यांच्या भाषणाशी जुळायची.
page_17_line_10.png,१९३२ साली कायदेभंगाच्या चळवळीत अण्णांना तुरुंगात टाकले गेले. त्यांना
page_17_line_11.png,दोन महिन्यांनंतर पॅरोलवर सोडले आणि इस्लामपूर पोलीस स्टेशनला हाजरी
page_17_line_12.png,देण्याची सक्ती केली. हा काळ क्रांतिसिहांच्या जीवनातला सर्वात जास्त मानसिक
page_17_line_13.png,आणि शारीरिक त्रासाचा ठरला. इस्लामपूरलाच रहावे लागले. तिथे कोणीही
page_17_line_14.png,राहण्याची सोय करणारे मिळाले नाही. जेवण घालणारे तर सोडाच. इस्लामपूरच्या
page_17_line_15.png,काँग्रेस कमिटीकडे फंड होताच पण त्यातून अण्णांसाठी तरतूद करण्याची त्यांची
page_17_line_16.png,तयारी नव्हती. या काँग्रेस कमिट्या होटजी-भटजींच्याच होत्या. त्यांनी क्रांतिसिहांना
page_17_line_17.png,अत्यंत अपमानास्पद वागणूक दिली. पण इस्लामपूर स्टँडवरचे हमाल. मात्र
page_17_line_18.png,अण्णांच्या मदतीला आले. इस्लामपूरच्या गाडगेमहाराजांच्या मठातील बुवांनी
page_17_line_19.png,सरकारला घाबरून चोरून का होईना पण त्यांच्या जेवणाची व्यवस्था केली. या
page_17_line_20.png,काळात अण्णांनी गोणपाटाच्या पोत्याचा सदरा आणि तसलीच अर्धी पॅट असा
page_17_line_21.png,पोषाख केला! या छळणुकीतून जात असतानासुद्धा क्रांतिसिहांचा निर्धार ढळला
page_17_line_22.png,नाही.
page_17_line_23.png,याच मशागतीच्या काळातली एक आठवण १९४२ च्या प्रतिसरकारचे एक
page_17_line_24.png,क्रांतिवीर धोंडिराम माळी यांनी सांगितली आहे. १९३८-३९ साली जिल्हा काँग्रेस
page_17_line_25.png,कमिटी रॉयवाद्यांच्या ताब्यात होती. ह. रा. महाजनी अध्यक्ष होते. जिल्ह्याच्या
page_17_line_26.png,पातळीवरची परिषद महाजनींच्याच अध्यक्षतेखाली तासगाव येथे १९३९ साली
page_17_line_27.png,भरवण्यात आली होती. प्रमुख वक्ते आणि आंतरराष्ट्रीय कम्युनिस्ट नेते असलेल्या
page_17_line_28.png,कॉम्रेड एम्‌. एन्‌. रॉय यांनी या परिषदेत म. गांधींवर टीका केली. दहा हजार श्रोते
page_17_line_29.png,"असलेल्या या सभेच्या स्टेजवर अण्णा धावले, माईकचा ताबा घेतला आणि महात्मा"
page_18_line_1.png,गांधींच्या नावाचा जयजयकार सुरू केला. नेहगीच्या पद्धतीने शाडू मारून ते ठामपणे
page_18_line_2.png,उभे राहिले. सभा उधळली गेली. जनतेज्ञी जिवंत नाते असल्यामुळेच क्रांतिसिंह असे
page_18_line_3.png,धाडस आत्मविश्वासाने करू शकले. जनतेच खोलवर मुळे पसरलेले झाड म्हणजे
page_18_line_4.png,नाना पाटील हेच सत्य या घटनेतून सिद्ध झाले असे निश्चितपणे म्हणता येईल. नाना
page_18_line_5.png,पाटलांनीच जनतेच्या मनात रुजवलेले म. गांधींच्या जनवादी धोरणाचे प्रेम या
page_18_line_6.png,प्रसंगी प्रत्यक्षात दिसून आले.
page_18_line_7.png,क्रांतिसिह गावोगावी सभा घ्यायचे म्हणजे आजच्या पुढार्‍यांसारखे आधी
page_18_line_8.png,संघटित केलेले दौरे करायचे असे नाही. 'कार्यकर्ते पुढे गेळे आहेत. गावातल्या
page_18_line_9.png,कार्यकर्त्यांना भेटून सभेचे व्यासपीठ तयार केले आहे. संपूर्ण गावात सभेचा प्रचार
page_18_line_10.png,केला आहे. लाऊडस्पीकर लावला आहे. लोक जमून वाट बघत आहेत. मग पुढारी
page_18_line_11.png,सभेच्या ठिकाणी येत आहेत.' अज्ञी अवस्था त्या काळात नव्हती. काँग्रेसमधली
page_18_line_12.png,श्रीमंत मंडळी खादीचे कपडे घालून फिरण्यापलीकडे काही करीत नव्हती.
page_18_line_13.png,खेड्यापाड्यांतल्या जनतेपर्यंत काँग्रेस पोहोचवण्याचे काम करणारी माणसे त्या
page_18_line_14.png,काळच्या मोठ्या सातारा जिल्ह्यात एका हाताच्या बोटांवर मोजण्याएवढीसुद्धा
page_18_line_15.png,नव्हती. अण्णा यात प्रमुख होते.
page_18_line_16.png,"क्रांतिवीर नागनाथ नायकवाडी प्राथमिक शाळेत असताना, ८-१० वर्षांचे"
page_18_line_17.png,"असताना, क्रांतिसिंह सभा घेण्यासाठी अनेक वेळा वाळवे गावात येत असत. त्या"
page_18_line_18.png,"विषयीची त्यांची आठवणही या संदर्भात अत्यंत बोलकी आहे. ""माळावरच्या"
page_18_line_19.png,"मारुतीच्या देवळाजवळ नाना पाटील येत असत. “भारत माता की जय,, 'छत्रपती"
page_18_line_20.png,"शिवाजीमहाराज की जय', 'महात्मा गांधीकी जय' अशा घोषणा देत असत. त्यांच्या"
page_18_line_21.png,हातात काँग्रेसचा एक झेंडा असे. घोषणा ऐकून आम्ही लहान मुले त्यांच्याकडे धावत
page_18_line_22.png,जात असू. जो मुलगा पहिल्यांदा त्यांच्या जवळ जाई त्याच्या हाती ते झेंडा देत आणि
page_18_line_23.png,फेरी सुरू करून त्याला सर्वात पुढे चालायला सांगत. मी जोरदार वेगाने उड्या
page_18_line_24.png,मारत सर्वात आधी नेहमीच पोहोचत असे. नाना पाटील स्वतःच्या सभेचा प्रचार
page_18_line_25.png,"मुलांची फेरी गावभर फिरवून स्वतःच करीत असत. 'आजअमक्या वेळी, अमक्या"
page_18_line_26.png,"ठिकाणी नाना पाटलाची सभा आहे, त्याला मोठ्या संख्येने हजर राहा' असा या"
page_18_line_27.png,घोषणांचा आहय असे. लोक बत्ती देऊन उजेडाची सोय करीत. एकदा सभा सुरू
page_18_line_28.png,झाली की नाना पाटील यांचे अधिराज्यच लोकांच्या मनावर तयार होई देहभान
page_18_line_29.png,हरपून ख्रिया-पुरुष सभा ऐकत. खरे नाना पाटील भाषणाला तोंड उघडल्यावरच
page_19_line_1.png,"कळत.'""असे प्रत्येक गावात घडत असे. प्रत्येक गावात लहान मुलांना जमवून फेरी"
page_19_line_2.png,होत असे. १९३०-३२ साली जी मुले १०-१२ वर्षांची होती ती १९४२ साली २०-२२
page_19_line_3.png,वर्षांची झाली. वाळवे गावात झालेल्या संस्कारातून १९४२ पर्यंत नागनाथ
page_19_line_4.png,"नायकवडी, किसन अहिर, खंडू शेळके अशी क्रांतिकारक कार्यकर्ते मंडळी तयार"
page_19_line_5.png,झाली. सर्वच गावात नागनाथ नायकवडी किंवा बाबुजी पाटणकर तयार झाले नसले
page_19_line_6.png,तरी १९४२ साली शास्त्रे घेऊन लढणाऱ्या कार्यकर्त्यांना पोलिसांची भीती न बाळगता
page_19_line_7.png,"लपवून ठेवणारे, भूमिगत आल्यावर त्यांना जेवण पुरवणारे, गावात सेवादल"
page_19_line_8.png,"चालवणारे, न्यायदान मंडळ चालवायला मदत करणारे असंख्य कार्यकर्ते तयार"
page_19_line_9.png,झाले. यापैकी प्रत्येक कार्यकर्ता लहानपणी क्रांतिसिंहांच्या सभा प्रचार फेरीत भाग
page_19_line_11.png,घेणारा नक्कीच होता! सातारा जिल्ह्याच्या क्रांतिकारक मातीतून क्रांतीला आधार
page_19_line_12.png,देणारे हजारो हात उगवायला लावण्याची किमया नाना पाटलांनी करून दाखवली.
page_19_line_13.png,अत्यंत कठीण परिस्थितीत करून दाखवली. हेच त्यांचे मोठेपण आहे.
page_19_line_14.png,मोठ्या शहरातल्या सभांमध्येसुद्धा क्रांतिसिंह कसे प्रभावी असत याची एक
page_19_line_15.png,आठवण स्वातंत्र्यसैनिक श्री. संभाजीराव थोरात यांनी सांगितली आहे. १९३७ साली
page_19_line_16.png,इंग्रज सरकारच्या हुकमतीखाली संघटित होणाऱ्या विधानसभेच्या निवडणुकांचा
page_19_line_17.png,प्रचार चाळू होता. काँग्रेसचे उमेदवार म्हणून बहे-बोरगावचे श्री. आत्माराम पाटील
page_19_line_18.png,निवडणुकीला उभे होते. कृष्णा-कोयनेच्या संगमावर वाळवंटीच पं. जवाहरलाल
page_19_line_19.png,नेहरूंची सभा आयोजित झाली होती. पंडित नेहरूंचे प्रभावी भाषण झाल्यावर आभार
page_19_line_20.png,मानायला उभे राहिलेल्या नाना पाटलांनी पंडितजींची भूमिका जनतेला अज्ञा अमोघ
page_19_line_21.png,शेतकरी भाषेत सांगितली की त्यांनी जनतेच्या मनाचा ठाव घेतला. पंडितजींच्या
page_19_line_22.png,नंतर लोकांना खिळवून ठेवणे हे दुसर्‍या कुणालाच जमले नसते!
page_19_line_23.png,आचार्य कॉ. शांताराम गरूड यानं) नाना पाटलांच्या एका सभेची १९३८
page_19_line_24.png,सालची आठवण सांगितली आहे. ही आठवण दुसऱ्या एका अर्थाने महत्त्वाची आहे
page_19_line_25.png,"म्हणून ती मुद्दाम नोंदवली पाहिजे. ""...ती आठवण अजूनही अंगावर मूठभर मांस"
page_19_line_26.png,चढवते. तासगाव तालुक्‍यातील वसगडे या गावी मी त्या वेळी मराठी सातवीत
page_19_line_27.png,शिकत होतो. सेवादल व युवक संघटनांत मी त्या आधीपासूनच काम करीत
page_19_line_28.png,असल्याने गावात नाना पाटील आल्याचा निरोप मला आला. त्या वेळी कोणीच मोठे
